BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,MOVED
2212,4542000,,325,DEVOY ST,,1991,PAUL PAYMENT,,0
2211,4541000,,327,DEVOY ST,,1912,F. CROOK,,0
2210,4540000,,329,DEVOY ST,,1959,WADE BROTHERS,,0
9092,4539000,,331,DEVOY ST,,1939,J.H. LEEMANS,,0
2208,4537002,,333,DEVOY ST,,1989,A.N. NATH,"DOUBLEDAY, D.M.",0
2207,4537001,,335,DEVOY ST,,1989,NATHE PRASAD,"DOUBLEDAY, D.M.",0
2206,4536000,,337,DEVOY ST,,1993,HOVAN ENTERPRISES,,0
2226,4561000,,340,DEVOY ST,,1956,J. HILL,,0
2205,4534000,,341,DEVOY ST,,1941,SARAH E. WHITE,,0
2204,4533000,,343,DEVOY ST,,1939,J. WARDROP,,0
2203,4532000,,347,DEVOY ST,,1947,M.O. JOSK,,0
1918,4236000,,464,DIXON ST,,1992,G. MOSURE,,0
1923,4241000,,465,DIXON ST,,2000,PAUL HUMMELMAN,JOE FERNANDES,0
1919,4237000,,466,DIXON ST,,1959,MONTGOMERY&PAPPAJOHN,,0
1922,4240000,,467,DIXON ST,,1978,DHILLON HOMES,,0
1920,4238000,,468,DIXON ST,,1912,JOHN ERICKSON,,0
1921,4239000,,469,DIXON ST,,1911,WILLIAM F. CAMPBELL,,0
1945,4264000,,471,DIXON ST,,1958,MONTGOMERY&PAPPAJOHN,,0
1951,4270000,,472,DIXON ST,,1958,MONTGOMERY&PAPPAJOHN,,0
1946,4265000,,473,DIXON ST,,1958,MONTGOMERY&PAPPAJOHN,,0
1950,4269000,,474,DIXON ST,,1959,MONTGOMERY&PAPPAJOHN,,0
8765,12700585,,138,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7509,12700607,,141,DOCKSIDE CRT,,2006,VERONIKA GILBERT,RAMSAY-WORDEN,0
8763,12700586,,142,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7508,12700606,,143,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8764,12700587,,146,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7507,12700605,,147,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8767,12700588,,148,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8766,12700589,,152,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7506,12700604,,155,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8762,12700590,,158,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7505,12700603,,159,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7504,12700602,,161,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8744,12700591,,162,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7503,12700601,,165,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8745,12700592,,168,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8746,12700593,,172,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7502,12700600,,177,DOCKSIDE CRT,,2007,TOWNLINE VENUTRES 15,RAMSAY-WORDEN,0
7501,12700599,,179,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
8747,12700594,,180,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7500,12700598,,181,DOCKSIDE CRT,,2007,RAMSAY-WORDEN,TOWLINE VENTURES 15,0
7499,12700597,,183,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7497,12700595,,186,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
7498,12700596,,188,DOCKSIDE CRT,,2007,TOWNLINE VENTURES 15,RAMSAY-WORDEN,0
5333,9612000,,1310,DOWNIE ST,,1947,H. LANCASTER,,0
5334,9613000,,1312,DOWNIE ST,,1924,J. SAUL,,0
5891,10165000,,803,DUBLIN ST,,1930,CYRIL SIBLEY,,0
5923,10197000,,806,DUBLIN ST,,1940,W.B. CHAMBERS,,0
5922,10196000,,808,DUBLIN ST,,1988,G. KAMBO,JENISH HOUSE DESIGN,0
5892,10166000,,809,DUBLIN ST,,1928,F. RIOUX,,0
5921,10195000,,810,DUBLIN ST,,1912,F.W & F.S SKELHORNE,,0
5893,10167000,,811B,DUBLIN ST,,1926,R.K. MOORE,,0
5894,10168000,,811A,DUBLIN ST,,1908,,,0
5920,10194000,,812,DUBLIN ST,,1912,J.W & F.S SKELHORNE,,0
5895,10169000,,813,DUBLIN ST,,1913,M. & L. MILES,,0
5919,10193000,,816,DUBLIN ST,,1955,L. DYER,,0
5896,10170000,,817,DUBLIN ST,,1922,A.E. CHITTICK,,0
5918,10192000,,820,DUBLIN ST,,1938,E.J. BEST,,0
5917,10191000,,822,DUBLIN ST,,1912,G. BEST,,0
5897,10171000,,823,DUBLIN ST,,1921,ALBERT DAVIS,,0
5898,10172000,,825,DUBLIN ST,,1913,A.G. BENNIE,,0
5899,10173000,,901,DUBLIN ST,JAMES VINCENT HOUSE,1912,JAMES VINCENT,E.J. BOUGHEN,0
5900,10174000,,903,DUBLIN ST,,1929,RIOUX BROTHERS,,0
5901,10175000,,905,DUBLIN ST,,1912,H. GOSSE,E. J. BOUGHEN,0
5902,10176000,,907,DUBLIN ST,,1934,J. HESS,,0
5916,10190000,,908,DUBLIN ST,,1929,W.E. WILTSHIRE,,0
5903,10177000,,909,DUBLIN ST,,1912,J.M.McLEAN,"WHITBURN, JAMES B.",0
5915,10189000,,910,DUBLIN ST,,1927,P.J. McMURPHY,,0
5904,10178000,,911,DUBLIN ST,,1927,JAMES VINCENT,,0
5914,10188000,,912,DUBLIN ST,,1927,P.J. McMURPHY,,0
5913,10187000,,914,DUBLIN ST,,1940,J.W & A.P. SMITH,,0
5912,10186000,,916,DUBLIN ST,,1928,P.R. CORK,,0
5911,10185000,,918,DUBLIN ST,,1936,N.W. BOWLING CLUB,,0
5081,9353000,,1001,DUBLIN ST,,1946,H. BROWN,,0
5080,9352000,,1003,DUBLIN ST,,1991,R. & G. KAINTH,,0
5063,9334000,,1004,DUBLIN ST,,1912,JOHN SINCLAIR,,0
5064,9335000,,1006,DUBLIN ST,,2000,"KAINTH, BALJIT",,0
11786,9351000,,1007,DUBLIN ST,,2015,,Lionel Burton,0
5065,9336000,,1008,DUBLIN ST,,1912,S. CROPLEY,,0
5078,9350000,,1009,DUBLIN ST,,1971,ROBERT BEST,,0
5077,9349000,,1011,DUBLIN ST,,1919,WILLIAM STEELE,,0
5076,9348000,,1013,DUBLIN ST,,1913,B. MOSES,,0
5075,9347000,,1015,DUBLIN ST,,1910,ROY BIRD,,0
5066,9337000,,1016,DUBLIN ST,,1912,H.A. KENYON,,0
5067,9338000,,1020,DUBLIN ST,,1995,PARMJIT KAINTH,DODD DESIGN SERVICE,0
5068,9339000,,1024,DUBLIN ST,,1921,E.J. CHESTERFIELD,J. LIGHTBODY,0
5070,9341000,,1026,DUBLIN ST,,1927,J. DRUMM,,0
5071,9342000,,1028,DUBLIN ST,,1927,J. DRUMM,,0
5199,9464003,,1102,DUBLIN ST,,1946,L.P. MONISSET,,0
5126,9396000,,1103,DUBLIN ST,,1995,R. PANDHER,,0
5125,9395000,,1105,DUBLIN ST,,1924,C.P. RUMBLE,,0
5200,9466000,,1106,DUBLIN ST,,1911,,,0
5201,9467000,,1110,DUBLIN ST,,1911,W.J. PLOWS,,0
5124,9394000,,1111,DUBLIN ST,,1933,H. MacMILLAN JR.,,0
5202,9468000,,1114,DUBLIN ST,,1910,,,0
5123,9393000,,1115,DUBLIN ST,,1923,CHARLES LEARN,,0
5203,9469000,,1116,DUBLIN ST,,1911,J.W. WHITNEY,,0
5122,9392000,,1117,DUBLIN ST,,2012,DAI BASSI,SIMPLEX DESIGN,0
5121,9391000,,1119,DUBLIN ST,,1912,W. TURNBULL,,0
11719,9470000,,1120,DUBLIN ST,,2014,Lian Wei Richtown Construction,,0
5120,9390000,,1121,DUBLIN ST,,1926,O. MATSON,,0
5205,9471000,,1122,DUBLIN ST,,1920,SAMUEL HARRIS,E.H. LONGLEY,0
5297,9578000,,1310,DUBLIN ST,,1909,WILLIAM BRANDON,,0
5296,9577000,,1312,DUBLIN ST,,1911,W.H. FRENCH,,0
5295,9576000,,1314,DUBLIN ST,,1937,H. GRAHAM,,0
5367,9647000,,1401,DUBLIN ST,,1942,J.E. TURNBULL,,0
5386,9666000,,1402,DUBLIN ST,,1957,,,1966
5368,9648000,,1403,DUBLIN ST,,1940,H.L. WAGNER,,0
5385,9665000,,1404,DUBLIN ST,LIDSTER HOUSE,1911,A.S. JAMESON,,0
5369,9649000,,1407,DUBLIN ST,,1950,W.W. HIGGINS,,0
5384,9664000,,1408,DUBLIN ST,,1955,E. JULICOEUR,,0
5370,9650000,,1411,DUBLIN ST,,1994,S. DOSANJH,,0
5383,9663000,,1412,DUBLIN ST,,1937,W. WARDEL,,0
5382,9662000,,1414,DUBLIN ST,,1937,HARRY DYER,,0
5371,9651000,,1415,DUBLIN ST,,1941,F.L. WILLIAMSON,,0
5372,9652000,,1419,DUBLIN ST,,1940,S.F. HANNAH,,0
5381,9661000,,1420,DUBLIN ST,,1938,T. WHITELAW,,0
5380,9660000,,1424,DUBLIN ST,,1940,F.B. HUGHES,,0
5373,9653000,,1425,DUBLIN ST,,1940,E. ELDING,,0
5374,9654000,,1427,DUBLIN ST,,1989,C & E TESSAROLO,"BONTER, RAYMOND",0
5379,9659000,,1428,DUBLIN ST,,1940,EVELYN KOLTERMAN,,0
5378,9658000,,1432,DUBLIN ST,,1971,JOHN J. KNIGHT,,0
5375,9655000,,1433,DUBLIN ST,,1939,G.S. NEWING,,0
5376,9656000,,1437,DUBLIN ST,,1938,W. WARDIL,,0
5462,9742000,,1501,DUBLIN ST,,1939,G.R. SAGE,,0
9130,9725000,,1502,DUBLIN ST,,2010,RENY WARAICH,SIMPLEX DESIGN,0
5447,9726000,,1506,DUBLIN ST,,1940,MRS FORREST CAMPBELL,,0
5461,9741000,,1507,DUBLIN ST,,1939,J. CORFIELD,,0
5448,9727000,,1510,DUBLIN ST,,1931,J.E. TURNBULL,,0
5460,9740000,,1511,DUBLIN ST,,1941,RAY C. BELL,,0
5449,9728000,,1514,DUBLIN ST,,1931,A. ROBINSON,,0
5459,9739000,,1515,DUBLIN ST,,1940,MRS. E. ROBINSON,,0
5450,9729000,,1518,DUBLIN ST,,1941,J. HEWLETT,,0
5458,9738000,,1521,DUBLIN ST,,1944,A. DERBY,,0
5451,9730000,,1524,DUBLIN ST,,1931,JESSE HEWLETT,,0
5457,9737000,,1525,DUBLIN ST,,1940,ROBERT A. WATT,,0
5456,9736000,,1527,DUBLIN ST,,1941,J.W. CALHOUN,,0
5452,9731000,,1528,DUBLIN ST,,1939,MISS H. I. TURNBULL,,0
5455,9735000,,1529,DUBLIN ST,,1940,DONALD WINSLADE,,0
5454,9734000,,1535,DUBLIN ST,,1977,NOORT DEVELOPMENTS,,0
5526,9805000,,1601,DUBLIN ST,,1941,LORNE McADAM,,0
5525,9804000,,1604,DUBLIN ST,,1941,MRS. D. COOPER,PERCY UNDERWOOD,0
5527,9806000,,1605,DUBLIN ST,,1941,JOHN TAWSE,,0
5524,9803000,,1606,DUBLIN ST,,1937,J.M. FLETT,,0
11788,9807000,,1609,DUBLIN ST,,2015,Bhogal Design,,0
5523,9802000,,1610,DUBLIN ST,,1965,NOORT CONSTRUCTION,,0
5522,9801000,,1614,DUBLIN ST,,1940,LAWRENCE OWEN,,0
5529,9808000,,1615,DUBLIN ST,,1940,JAMES GRIMMER,,0
5530,9809000,,1617,DUBLIN ST,,1939,CARL BRUASEL,,0
5521,9800000,,1618,DUBLIN ST,,1941,A. PATTERSON,,0
5520,9799000,,1620,DUBLIN ST,,1940,RONALD S. ROBINSON,,0
5531,9810000,,1621,DUBLIN ST,,1941,FRANK M. VINCENT,,0
5532,9811000,,1627,DUBLIN ST,,1940,R.W. FOSS,,0
5519,9798000,,1628,DUBLIN ST,,1940,FRED LAYCOCK,,0
5518,9797000,,1630,DUBLIN ST,,1991,GURMEL SARAI,,0
5533,9812000,,1631,DUBLIN ST,,1962,T. PARSONS,,0
5534,9813000,,1635,DUBLIN ST,,2006,SRINDER GILL,PALAD DESIGNS,0
11789,9796000,,1636,DUBLIN ST,,2014,Jamie Ellis,,0
5592,9871000,,1701,DUBLIN ST,,1940,TOM HANSEN,,0
5611,9890000,,1702,DUBLIN ST,,1939,E. ADES,,0
5593,9872000,,1703,DUBLIN ST,,1994,G. BAINS,DODD DESIGN,0
5610,9889000,,1706,DUBLIN ST,,1941,A.R. SMITH,,0
5594,9873000,,1707,DUBLIN ST,,1994,G. SARAI,,0
5609,9888000,,1708,DUBLIN ST,,1939,G.A. MATHESON,,0
5595,9874000,,1711,DUBLIN ST,,1943,H. DYER,,0
5608,9887000,,1714,DUBLIN ST,,1941,R.A. WATT,,0
5607,9886000,,1716,DUBLIN ST,,1943,THOMAS REYNOLDS,,0
5596,9875000,,1717,DUBLIN ST,,1955,F. WESTERLUND,,0
5606,9885000,,1718,DUBLIN ST,,1912,THOMAS SMITH,,0
5597,9876000,,1719,DUBLIN ST,,1926,M. MURPHY,,0
5598,9877000,,1723,DUBLIN ST,,1940,MRS. S. CHILTON,,0
5605,9884000,,1724,DUBLIN ST,,1985,R. PAVIC,,0
5599,9878000,,1727,DUBLIN ST,,1942,S. SNELLGROVE,,0
5604,9883000,,1728,DUBLIN ST,,1924,S.G. WADDELL,,0
5603,9882000,,1730,DUBLIN ST,,1950,J.F. SINCLAIR,,0
5600,9879000,,1731,DUBLIN ST,,1943,W.M. JOHNSON,,0
5602,9881000,,1732,DUBLIN ST,,1923,MRS. E. GREENWOOD,,0
5601,9880000,,1735,DUBLIN ST,,1987,DON SHERWIN,,0
5686,9965000,,1801,DUBLIN ST,,1937,O. CHRISTENSEN,,0
5675,9954000,,1802,DUBLIN ST,,1941,H.R. BRECKNER,,0
5687,9966000,,1805,DUBLIN ST,,1939,H. WEBSTER,,0
5676,9955000,,1806,DUBLIN ST,,1938,MCCALLUM&MERRITHEW,,0
5688,9967000,,1807,DUBLIN ST,,1941,W.L. SIGSWORTH,,0
5677,9956000,,1810,DUBLIN ST,,1939,S.R. ERICKSON,,0
5689,9968000,,1811,DUBLIN ST,,1945,MRS. A. McARTHUR,,0
5678,9957000,,1814,DUBLIN ST,,1944,H. BLACKBURN,,0
5690,9969000,,1819,DUBLIN ST,,1941,M. BARNES,,0
5679,9958000,,1820,DUBLIN ST,,1940,H.H. HOUGHTON,,0
5691,9970000,,1821,DUBLIN ST,,1939,B. WASYLYK,,0
5680,9959000,,1822,DUBLIN ST,,1940,HERBERT NELSON,,0
5692,9971000,,1825,DUBLIN ST,,1984,DAVIES,,0
5681,9960000,,1826,DUBLIN ST,,1939,R.E. JURE,,0
5693,9972000,,1829,DUBLIN ST,,1938,S. STEPHENSON,,0
5682,9961000,,1830,DUBLIN ST,,1939,A.H. GIBSON,,0
5683,9962000,,1832,DUBLIN ST,,1932,A. HUNTER,,0
5694,9973000,,1833,DUBLIN ST,,2006,HARDAVE KAILA,SHIKDER DESIGN,0
5684,9963000,,1836,DUBLIN ST,,1945,C.J. COPE,,0
9097,9974000,,1837,DUBLIN ST,,2010,HORTON BAY HOLDINGS,C. MOORHEAD,0
5696,9975000,,1839,DUBLIN ST,,2002,JAGJEET RANDHAWA,L.G. BURTON DESIGN,0
5685,9964000,,1840,DUBLIN ST,,1931,H. HENNINGSON,,0
5774,10049000,,1901,DUBLIN ST,,1940,A.D. PAYEE,,0
5775,10050000,,1905,DUBLIN ST,,1964,S. & M. NEWMAN,,0
5798,10073000,,1906,DUBLIN ST,,1938,JOHN OLUND,,0
11697,10051000,,1907,DUBLIN ST,,2016,Toora Home Designs,,0
5797,10072000,,1910,DUBLIN ST,,1940,OSCAR CHRISTENSEN,,0
5777,10052000,,1911,DUBLIN ST,,1945,J. OLUND,,0
5796,10071000,,1914,DUBLIN ST,,1941,J. FEE,,0
5778,10053000,,1917,DUBLIN ST,,1940,RONALD HART,,0
5795,10070000,,1918,DUBLIN ST,,1946,A. CHRISTIANSEN,,0
11790,10054000,,1919,DUBLIN ST,,2015,,Natasha Djoric,0
5794,10069000,,1920,DUBLIN ST,,1942,OSCAR CHRISTENSEN,,0
9191,10055000,,1921,DUBLIN ST,,2011,SIDHU CONSTRUCTION,ARCHITYPE DESIGN,0
5793,10068000,,1924,DUBLIN ST,,1931,H. HENNINGSON,,0
5781,10056000,,1927,DUBLIN ST,,1943,J. OLUND,,0
5792,10067000,,1928,DUBLIN ST,,1944,R.G. FURNESS,,0
5782,10057000,,1931,DUBLIN ST,,1943,J. OLUND,,0
9269,10066000,,1932,DUBLIN ST,,2012,SUKHDEV GILL,D. MAND DESIGN,0
5790,10065000,,1936,DUBLIN ST,,1943,J. WOOD,,0
5783,10058000,,1937,DUBLIN ST,,2014,York Home Design,Manjit Cheema ,0
5789,10064000,,1940,DUBLIN ST,,1983,J. DENOMY,JENISH HOUSE DESIGN,0
9200,10059000,,1941,DUBLIN ST,,2011,KANWAR CHHINA,RAJ TOORA,0
5787,10062000,,1942,DUBLIN ST,,2004,RAKHRA DEVELOPMENT,FERNANDES HOMES,0
11791,10061000,,1943,DUBLIN ST,,2015,,Dhillon Design,0
8455,15528000,,2006,DUBLIN ST,,1941,"SPENCER, C.A.",,0
11792,15647000,,2007,DUBLIN ST,,2015,,Gurmukh Bhogal,0
8741,15648000,,2009,DUBLIN ST,,2007,PARGAT SINGH,RAJ TOORA,0
8454,15527000,,2010,DUBLIN ST,,1941,,,0
8576,15649000,,2011,DUBLIN ST,,2003,K. PANDER,SIMPLEX,0
8577,15650000,,2015,DUBLIN ST,,1947,,,0
8578,15650000,,2015A,DUBLIN ST,,1947,,,0
8453,15526000,,2020,DUBLIN ST,,1986,J. DHALIWAL,KINGSWAY PLANS,0
8452,15525000,,2024,DUBLIN ST,,1939,"MUTTI, F.L.",,0
8451,15524000,,2028,DUBLIN ST,,1940,"KOTASKA, F.J.",,0
8579,15651000,,2029,DUBLIN ST,,1989,RANDHIR PANDIR,W. COAST CAN. DESIGN,0
8450,15523000,,2030,DUBLIN ST,,1940,"HANSEN, R.",,0
8580,15652000,,2031,DUBLIN ST,,1941,"GARDEN, S.",,0
8581,15653000,,2035,DUBLIN ST,,1993,R. HARDER,,0
8582,15654000,,2037,DUBLIN ST,,1940,"BETTLES, G.E.",,0
8448,15521000,,2038,DUBLIN ST,,1992,S. DOWNEY,,0
8557,15627000,,2101,DUBLIN ST,,1958,,,0
8558,15628000,,2107,DUBLIN ST,,1940,"ODIN, E.G.",,0
8477,15550000,,2108,DUBLIN ST,,1942,,,0
8559,15629000,,2111,DUBLIN ST,,1942,,,0
8476,15549000,,2112,DUBLIN ST,,1940,"ST. MARSEIL, O.",,0
8475,15548000,,2114,DUBLIN ST,,1983,EDNA HILAIRE,,0
8560,15630000,,2115,DUBLIN ST,,1940,"LANE, E.A.",,0
8474,15547000,,2116,DUBLIN ST,,1940,,,0
11793,15631000,,2117,DUBLIN ST,,2015,Jas Randhawa,Gary Tackhar,0
8473,15546000,,2118,DUBLIN ST,,1989,G. VANDERMEER,TYNAN DESIGN,0
8562,15632000,,2119,DUBLIN ST,,1994,M. JOHAL,,0
8563,15633000,,2121,DUBLIN ST,,1941,"BOWEN, J.",,0
8564,15634000,,2123,DUBLIN ST,,2006,COLIN BEATTIE,JOE FERNANDES,0
8472,15545000,,2126,DUBLIN ST,,1979,P. KEOGH,,0
8471,15544000,,2134,DUBLIN ST,,1942,,,0
8470,15544000,,2134,DUBLIN ST,,1942,"WEAVER, J.",,0
8469,15543000,,2136,DUBLIN ST,,1941,"BALLANTINE, R.J.",,0
8468,15542000,,2140,DUBLIN ST,,1941,"EDEN, C.E.",,0
8467,15541000,,2144,DUBLIN ST,,2013,Gurmukh Bhogal,,0
9132,15570000,,2216,DUBLIN ST,,2010,RAJWINDER POWER,TOORA HOME PLANS,0
8538,15609000,,2217,DUBLIN ST,,1943,,,0
8496,15569000,,2218,DUBLIN ST,,1940,"SLANEY, C.A.",,0
8539,15610000,,2219,DUBLIN ST,,1947,,,0
8495,15568000,,2220,DUBLIN ST,,1992,DHERMINDER SINGH,PALAD DESIGNS,0
8540,15611000,,2221,DUBLIN ST,,2004,HAYRE,APEX DESIGN,0
8494,15567000,,2222,DUBLIN ST,,1940,"COUSINS, M.L.",,0
8541,15612000,,2223,DUBLIN ST,,1991,BALDEV SUMRA,,0
8542,15613000,,2225,DUBLIN ST,,1941,"DONALDSON, D.W.",,0
8493,15566000,,2226,DUBLIN ST,,1995,JUN MEKAL,SIMPLEX DESIGN,0
8543,15614000,,2227,DUBLIN ST,,1954,,,0
8492,15565000,,2228,DUBLIN ST,,1951,,,0
11929,15615000,,2231,DUBLIN ST,,2015,,Western View Home Design,0
8545,15616000,,2237,DUBLIN ST,,1942,,,0
8546,15617000,,2239,DUBLIN ST,,1953,,,0
8520,15593000,,2301,DUBLIN ST,,2004,DARSHAN SAGGU,TOORA HOME PLANS,0
8509,15582000,,2302,DUBLIN ST,,1941,"LACASSE, N.",,0
8508,15581000,,2306,DUBLIN ST,,1973,RUDY MIKULEK,,0
8521,15594000,,2309,DUBLIN ST,,1944,,,0
8507,15580000,,2310,DUBLIN ST,,1940,,,0
8522,15595000,,2311,DUBLIN ST,,1991,G. SIDHU,,0
8523,15596000,,2313,DUBLIN ST,,1945,,,0
8506,15579000,,2316,DUBLIN ST,,1940,,,0
8505,15578000,,2320,DUBLIN ST,,1941,"FADDIGAN, R.",,0
8524,15597000,,2321,DUBLIN ST,,1941,"COULTER, F.T.",,0
8525,15598000,,2323,DUBLIN ST,,1954,,,0
129,506000,,38,DUFFERIN ST,,1889,W.S. JEMMETT,,0
126,501000,,42,DUFFERIN ST,,1922,MCBRIDE,,0
434,1347000,,47,DUFFERIN ST,,1987,MATT LIPOMAR,,0
435,1348000,,51,DUFFERIN ST,,1901,D.A. FISHER,,0
133,515000,,55,DUFFERIN ST,,1912,DONALD  MACKENZIE,,0
8099,13878000,,41,DUNCAN ST,OFFICE,1972,STAR SHIPYARDS,,0
8100,13878000,,41,DUNCAN ST,OFFICE,1940,STAR SHIPYARDS,,0
8104,13878000,,41,DUNCAN ST,LAYOUT SHOP,1940,STAR SHIPYARDS,,0
8101,13878000,,41,DUNCAN ST,MACHINE SHOP,1959,STAR SHIPYARDS,,0
8103,13878000,,41,DUNCAN ST,PROPELLOR SHOP,1940,STAR SHIPYARDS,,0
8098,13878000,,41,DUNCAN ST,BOAT SHED,1940,STAR SHIPYARDS,,0
8102,13878000,,41,DUNCAN ST,FABRICATION SHOP,1959,STAR SHIPYARDS,,0
8095,13869000,,175,DUNCAN ST,,1975,DAVIS INDUSTRIES,MCKINNEY LABORATORIS,0
8097,13869000,,175,DUNCAN ST,,1993,SONJAN ENTERPRISES,RODNEY LYONS,0
8096,13869000,,175,DUNCAN ST,,1975,DAVIS INDUSTRIES,MCKINNEY LABORATORIS,0
6102,10575001,,101,DURHAM ST,,1977,J. FOLKESTAD,,0
6146,10624000,,102,DURHAM ST,,1944,J.G.E. STEINBACH,,0
6101,10575000,,103,DURHAM ST,,1912,,,0
6103,10577000,,105,DURHAM ST,,1911,CHAPMAN AND HALLORAN,,0
6147,10625000,,106,DURHAM ST,,1947,A.D. MCPHERSON,,0
6128,10606000,,107,DURHAM ST,,1926,J.W. PLASTORO,,0
6148,10626000,,108,DURHAM ST,,1944,J.G.E. STEINBACH,,0
6127,10605000,,111,DURHAM ST,,1911,CHAPMAN AND HALLORAN,,0
6149,10627000,,112,DURHAM ST,,1944,J.G.E. STEINBACH,,0
6150,10628000,,114,DURHAM ST,,1980,MR. & MRS. NIELSEN,,0
6126,10604000,,115,DURHAM ST,,1911,CHAPMAN AND HALLORAN,,0
6151,10629000,,116,DURHAM ST,,1912,M.E. EVANS,,0
6125,10603000,,117,DURHAM ST,,1911,CHAPMAN AND HALLORAN,,0
6134,10612000,,118,DURHAM ST,,1988,B. KAULFUSS,"BONTER, RAYMOND",0
9328,10602000,,119,DURHAM ST,,2012,BALDEV GILL,MAND DESIGN,0
6133,10611000,,120,DURHAM ST,,1991,STEVE NILAR,,0
6123,10601000,,121,DURHAM ST,,1911,CHAPMAN AND HALLORAN,,0
6132,10610000,,124,DURHAM ST,,1999,ANDERS KUARNSTROM,JIM HEINMILLER,0
6122,10600000,,125,DURHAM ST,,1978,BILL FEDERATION,JENISH HOUSE DESIGN,0
6207,10686002,,203,DURHAM ST,,1976,J. MAXIM,,0
6176,10655000,,206,DURHAM ST,,1944,G.H. McKENZIE,,0
6177,10656000,,208,DURHAM ST,,1943,W. LEE,,0
6178,10657000,,210,DURHAM ST,,1942,LELSIE DAVY,,0
6206,10686001,,211,DURHAM ST,,1929,WALTER SCOTT,,0
6179,10658000,,212,DURHAM ST,,1931,MRS. C. PICKARD,,0
6205,10685000,,213,DURHAM ST,,1912,A.E. RIDGWAY,,0
6180,10659000,,216,DURHAM ST,,1929,FORD & HILTON,,0
6204,10683000,,219,DURHAM ST,,1930,J.B. GREGORY,,2004
6181,10660000,,220,DURHAM ST,,1929,JOHNSON & PEARSON,,0
6203,10682000,,223,DURHAM ST,,1927,JOHN PICKARD,,0
6182,10661000,,224,DURHAM ST,,1931,EMILIE HAGEN,,0
6202,10681000,,227,DURHAM ST,,2007,JASON SNATINSKI,ROMANA CAMPBELL,0
6183,10662000,,228,DURHAM ST,,1975,KIRK PETERS,,0
6201,10680000,,231,DURHAM ST,,1911,,,0
6200,10679000,,235,DURHAM ST,,1899,MRS. K. A. WILSON,,0
6199,10678000,,239,DURHAM ST,,1968,E. ANDERSON,,0
6198,10677000,,301,DURHAM ST,,1907,A.G. SAUNDERS,,0
6184,10663000,,302,DURHAM ST,,1939,S. SHAW,,0
6197,10676000,,303,DURHAM ST,,1908,WILLIAM WRIGHT,,0
6187,10666000,,306,DURHAM ST,,1944,W.H. YOUNG,,0
6196,10675000,,307,DURHAM ST,,1975,D.T. DAVIES,,0
6186,10665000,,308,DURHAM ST,,1927,A.E. PRICE,,0
6195,10674000,,309,DURHAM ST,,1936,R.J. SIGSWORTH,,0
6185,10664000,,310,DURHAM ST,,1944,P. JARVIS,,0
9277,10673501,,311,DURHAM ST,,2012,NORM RAKHRA,GIANNI DESIGNS,0
6193,10672000,,313,DURHAM ST,,1940,MRS MILTON PAPPAJOHN,,0
6188,10667000,,314,DURHAM ST,,1909,J.W. LILLIES,,1969
6192,10671000,,315,DURHAM ST,,1910,AMY DOUGLAS,,0
6189,10668000,,316,DURHAM ST,,1907,ELLA WELCH,,0
8188,14430000,,60,E COLUMBIA ST,OLD COAL HOUSE,1930,,,0
3855,7252000,,100,E COLUMBIA ST,,1952,,,0
1231,3312000,,119,E COLUMBIA ST,RIVERVIEW APARTMENTS,1955,O.L. LEWIS,,0
3851,7240000,,120,E COLUMBIA ST,,1947,A.J. BEST,,0
1228,3307000,,121,E COLUMBIA ST,Saint Mary Church Hall,1955,SAINT MARY CHURCH,"BIRMINGHAM, WILLIAM",0
