BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM
5807,10082000,,1929,EDINBURGH ST
5818,10093000,,1930,EDINBURGH ST
5808,10083000,,1933,EDINBURGH ST
5817,10092000,,1934,EDINBURGH ST
5816,10091000,,1936,EDINBURGH ST
5809,10084000,,1937,EDINBURGH ST
5815,10090000,,1940,EDINBURGH ST
5810,10085000,,1941,EDINBURGH ST
5812,10087000,,1945,EDINBURGH ST
8437,15510000,,2006,EDINBURGH ST
8459,15533000,,2007,EDINBURGH ST
8436,15509000,,2008,EDINBURGH ST
8460,15534000,,2009,EDINBURGH ST
8435,15508000,,2010,EDINBURGH ST
8461,15535000,,2011,EDINBURGH ST
8434,15507000,,2012,EDINBURGH ST
8977,15536000,,2013,EDINBURGH ST
8433,15506000,,2024,EDINBURGH ST
8432,15505000,,2030,EDINBURGH ST
8431,15504000,,2032,EDINBURGH ST
8430,15503000,,2034,EDINBURGH ST
8463,15537000,,2037,EDINBURGH ST
8465,15539000,,2041,EDINBURGH ST
8466,15540000,,2045,EDINBURGH ST
8418,15491000,,2102,EDINBURGH ST
8479,15552000,,2105,EDINBURGH ST
8480,15553000,,2107,EDINBURGH ST
8417,15490000,,2108,EDINBURGH ST
8481,15554000,,2109,EDINBURGH ST
8416,15489000,,2110,EDINBURGH ST
8482,15555000,,2115,EDINBURGH ST
8415,15488000,,2116,EDINBURGH ST
8483,15556000,,2117,EDINBURGH ST
8484,15557000,,2119,EDINBURGH ST
8414,15487000,,2120,EDINBURGH ST
8413,15486000,,2124,EDINBURGH ST
8485,15558000,,2125,EDINBURGH ST
8412,15485000,,2128,EDINBURGH ST
8486,15559000,,2129,EDINBURGH ST
8797,15484000,,2130,EDINBURGH ST
8792,15483000,,2134,EDINBURGH ST
8409,15482000,,2136,EDINBURGH ST
8487,15560000,,2137,EDINBURGH ST
8488,15561000,,2139,EDINBURGH ST
8408,15481000,,2140,EDINBURGH ST
8489,15562000,,2141,EDINBURGH ST
8401,15474000,,2222,EDINBURGH ST
8498,15571000,,2225,EDINBURGH ST
8499,15572000,,2227,EDINBURGH ST
8500,15573000,,2229,EDINBURGH ST
8501,15574000,,2231,EDINBURGH ST
8502,15575000,,2233,EDINBURGH ST
8503,15576000,,2235,EDINBURGH ST
8504,15577000,,2237,EDINBURGH ST
8400,15471000,,2238,EDINBURGH ST
8399,15470000,,2240,EDINBURGH ST
9260,15583000,,2301,EDINBURGH ST
8511,15584000,,2303,EDINBURGH ST
8397,15468000,,2306,EDINBURGH ST
8396,15467000,,2308,EDINBURGH ST
8512,15585000,,2311,EDINBURGH ST
8513,15586000,,2315,EDINBURGH ST
8751,7276000,,220,EDWORTHY WAY
3875,7276000,,220,EDWORTHY WAY
8752,7276000,,220,EDWORTHY WAY
3873,7275000,,227,EDWORTHY WAY
3874,7275000,,227,EDWORTHY WAY
3877,7282000,,301,EDWORTHY WAY
3870,7271000,,320,EDWORTHY WAY
3876,7281000,,325,EDWORTHY WAY
3871,7272000,,360,EDWORTHY WAY
3872,7272000,,360,EDWORTHY WAY
4007,7706000,,607,EIGHTEENTH ST
3956,7635000,,612,EIGHTEENTH ST
4029,7729000,,621,EIGHTEENTH ST
3959,7638000,,626,EIGHTEENTH ST
9190,7647000,,628,EIGHTEENTH ST
4174,7879001,,701,EIGHTEENTH ST
4173,7879000,,703,EIGHTEENTH ST
8990,7884200,,707,EIGHTEENTH ST
8999,7884100,,709,EIGHTEENTH ST
4060,7761000,,710,EIGHTEENTH ST
4059,7760000,,712,EIGHTEENTH ST
4058,7759000,,716,EIGHTEENTH ST
4057,7758000,,718,EIGHTEENTH ST
4141,7848000,,730,EIGHTEENTH ST
5641,9920000,,803,EIGHTEENTH ST
5582,9861000,,913,EIGHTEENTH ST
11695,9998000,,928,EIGHTEENTH ST
5562,9841000,,929,EIGHTEENTH ST
6444,11125000,,5,EIGHTH AVE
6445,11125000,,5,EIGHTH AVE
6038,10488000,,36,EIGHTH AVE
6039,10489000,,40,EIGHTH AVE
6040,10490000,,44,EIGHTH AVE
6041,10491000,,48,EIGHTH AVE
6042,10492000,,52,EIGHTH AVE
9355,11351000,,55,EIGHTH AVE
9357,11341000,,85,EIGHTH AVE
6108,10583000,,102,EIGHTH AVE
6598,11368000,,103,EIGHTH AVE
6597,11367000,,105,EIGHTH AVE
6596,11366000,,107,EIGHTH AVE
6595,11365002,,109,EIGHTH AVE
6109,10585000,,110,EIGHTH AVE
6594,11365001,,111,EIGHTH AVE
6110,10586000,,112,EIGHTH AVE
6593,11364000,,113,EIGHTH AVE
6111,10587000,,114,EIGHTH AVE
6112,10588000,,116,EIGHTH AVE
6592,11363000,,117,EIGHTH AVE
6113,10589000,,118,EIGHTH AVE
6591,11362000,,121,EIGHTH AVE
6114,10591000,,122,EIGHTH AVE
6590,11361000,,125,EIGHTH AVE
6589,11360000,,129,EIGHTH AVE
6588,11359000,,131,EIGHTH AVE
6681,11455000,,201,EIGHTH AVE
6680,11454000,,203,EIGHTH AVE
6679,11453000,,207,EIGHTH AVE
6678,11452000,,211,EIGHTH AVE
9267,10693000,,212,EIGHTH AVE
6677,11451000,,213,EIGHTH AVE
6215,10694000,,214,EIGHTH AVE
6676,11450000,,215,EIGHTH AVE
6675,11449000,,217,EIGHTH AVE
6216,10695000,,218,EIGHTH AVE
6674,11448000,,219,EIGHTH AVE
6673,11447000,,221,EIGHTH AVE
6217,10696000,,222,EIGHTH AVE
6218,10697000,,224,EIGHTH AVE
6219,10698000,,226,EIGHTH AVE
6672,11446000,,227,EIGHTH AVE
6671,11445000,,229,EIGHTH AVE
6220,10699000,,230,EIGHTH AVE
6670,11444000,,231,EIGHTH AVE
6221,10700000,,234,EIGHTH AVE
6669,11443000,,237,EIGHTH AVE
6668,11442000,,239,EIGHTH AVE
9153,11441000,,241,EIGHTH AVE
9148,11625000,,247,EIGHTH AVE
6846,11624000,,251,EIGHTH AVE
6845,11623000,,253,EIGHTH AVE
6222,10701000,,256,EIGHTH AVE
6844,11622000,,257,EIGHTH AVE
6223,10702000,,302,EIGHTH AVE
6224,10703000,,304,EIGHTH AVE
6225,10704000,,306,EIGHTH AVE
6226,10705000,,308,EIGHTH AVE
6227,10706000,,310,EIGHTH AVE
6228,10707000,,312,EIGHTH AVE
6338,10819000,,402,EIGHTH AVE
6337,10818000,,406,EIGHTH AVE
6873,11653000,,407,EIGHTH AVE
6336,10817000,,408,EIGHTH AVE
6871,11650000,,411,EIGHTH AVE
6341,10822000,,412,EIGHTH AVE
6929,11708000,,505,EIGHTH AVE
6928,11707000,,509,EIGHTH AVE
6927,11706000,,513,EIGHTH AVE
6396,10900000,,514,EIGHTH AVE
6925,11704000,,517,EIGHTH AVE
6980,11831000,,601,EIGHTH AVE
6407,10918000,,602,EIGHTH AVE
6408,10922000,,620,EIGHTH AVE
6981,11831000,,649,EIGHTH AVE
9263,11858000,,701,EIGHTH AVE
6439,11086000,,708,EIGHTH AVE
6438,11080000,,720,EIGHTH AVE
9264,11859000,,735,EIGHTH AVE
5964,10238000,,809,EIGHTH AVE
5965,10239000,,813,EIGHTH AVE
5966,10240000,,815,EIGHTH AVE
5967,10241000,,817,EIGHTH AVE
5968,10242000,,819,EIGHTH AVE
5969,10243000,,823,EIGHTH AVE
5970,10244000,,829,EIGHTH AVE
9306,10245001,,905,EIGHTH AVE
5972,10246000,,911,EIGHTH AVE
5973,10247000,,913,EIGHTH AVE
5974,10248000,,919,EIGHTH AVE
5975,10249000,,923,EIGHTH AVE
5976,10250001,,927,EIGHTH AVE
4822,8998001,,1006,EIGHTH AVE
5035,9307000,,1009,EIGHTH AVE
4821,8997000,,1010,EIGHTH AVE
5034,9306000,,1011,EIGHTH AVE
4820,8996000,,1012,EIGHTH AVE
4819,8995000,,1014,EIGHTH AVE
5033,9305000,,1015,EIGHTH AVE
9291,9304501,,1019,EIGHTH AVE
4817,8993000,,1020,EIGHTH AVE
9203,9303001,,1021,EIGHTH AVE
4816,8992000,,1022,EIGHTH AVE
5030,9302000,,1023,EIGHTH AVE
4815,8991000,,1024,EIGHTH AVE
5028,9300000,,1025,EIGHTH AVE
4814,8990000,,1026,EIGHTH AVE
4813,8989000,,1028,EIGHTH AVE
5169,9438000,,1101,EIGHTH AVE
4811,8987502,,1104,EIGHTH AVE
4810,8987501,,1106,EIGHTH AVE
5168,9437000,,1107,EIGHTH AVE
4808,8986000,,1108,EIGHTH AVE
5167,9436000,,1109,EIGHTH AVE
4809,8986501,,1110,EIGHTH AVE
4807,8985502,,1112,EIGHTH AVE
4806,8985501,,1114,EIGHTH AVE
5166,9435000,,1117,EIGHTH AVE
4805,8984000,,1118,EIGHTH AVE
5165,9434000,,1119,EIGHTH AVE
5164,9433000,,1121,EIGHTH AVE
5163,9432000,,1123,EIGHTH AVE
5162,9431000,,1169,EIGHTH AVE
4804,8981000,,1188,EIGHTH AVE
4959,9144000,,1206,EIGHTH AVE
5263,9538000,,1207,EIGHTH AVE
5264,9539000,,1209,EIGHTH AVE
5265,9540000,,1211,EIGHTH AVE
5266,9541000,,1213,EIGHTH AVE
4960,9145000,,1214,EIGHTH AVE
5267,9542000,,1215,EIGHTH AVE
5268,9543000,,1217,EIGHTH AVE
4962,9147000,,1218,EIGHTH AVE
5269,9544000,,1219,EIGHTH AVE
4990,9175000,,1302,EIGHTH AVE
5274,9549000,,1303,EIGHTH AVE
4989,9174000,,1304,EIGHTH AVE
4991,9176000,,1310,EIGHTH AVE
4992,9177000,,1312,EIGHTH AVE
4993,9178000,,1314,EIGHTH AVE
5273,9548000,,1315,EIGHTH AVE
5272,9547000,,1317,EIGHTH AVE
4994,9179000,,1318,EIGHTH AVE
4995,9180000,,1324,EIGHTH AVE
5271,9546000,,1333,EIGHTH AVE
5407,9687000,,1401,EIGHTH AVE
4205,7918001,,1402,EIGHTH AVE
5408,9688000,,1405,EIGHTH AVE
4204,7917000,,1406,EIGHTH AVE
5409,9689000,,1407,EIGHTH AVE
4203,7916000,,1408,EIGHTH AVE
9303,9690000,,1409,EIGHTH AVE
5411,9691000,,1411,EIGHTH AVE
4202,7915000,,1412,EIGHTH AVE
5412,9692000,,1413,EIGHTH AVE
4201,7914000,,1414,EIGHTH AVE
5413,9693000,,1415,EIGHTH AVE
4200,7913000,,1416,EIGHTH AVE
5414,9694000,,1419,EIGHTH AVE
4199,7912000,,1420,EIGHTH AVE
5415,9695000,,1421,EIGHTH AVE
4198,7911000,,1422,EIGHTH AVE
4197,7910000,,1500,EIGHTH AVE
5426,9706000,,1501,EIGHTH AVE
5425,9705000,,1503,EIGHTH AVE
4279,7984000,,1504,EIGHTH AVE
4278,7983000,,1506,EIGHTH AVE
5424,9704000,,1507,EIGHTH AVE
5423,9703000,,1509,EIGHTH AVE
4277,7982000,,1510,EIGHTH AVE
5422,9702000,,1511,EIGHTH AVE
5421,9701000,,1513,EIGHTH AVE
5420,9700000,,1515,EIGHTH AVE
4268,7974000,,1516,EIGHTH AVE
5418,9698000,,1519,EIGHTH AVE
4267,7973000,,1522,EIGHTH AVE
5417,9697000,,1523,EIGHTH AVE
4264,7970000,,1544,EIGHTH AVE
4263,7969000,,1546,EIGHTH AVE
4261,7967000,,1550,EIGHTH AVE
4262,7968000,,1554,EIGHTH AVE
5490,9770001,,1601,EIGHTH AVE
4195,7909000,,1602,EIGHTH AVE
4196,7909001,,1604,EIGHTH AVE
5492,9771000,,1609,EIGHTH AVE
4187,7901000,,1610,EIGHTH AVE
4186,7900000,,1614,EIGHTH AVE
5493,9772000,,1615,EIGHTH AVE
5494,9773000,,1617,EIGHTH AVE
5495,9774000,,1623,EIGHTH AVE
5496,9775000,,1627,EIGHTH AVE
5497,9776000,,1629,EIGHTH AVE
5498,9777000,,1635,EIGHTH AVE
4185,7895000,,1700,EIGHTH AVE
5632,9911000,,1701,EIGHTH AVE
5633,9912000,,1705,EIGHTH AVE
8803,9913000,,1709,EIGHTH AVE
5635,9914000,,1715,EIGHTH AVE
8780,9915000,,1719,EIGHTH AVE
5637,9916000,,1725,EIGHTH AVE
5638,9917000,,1727,EIGHTH AVE
5639,9918000,,1729,EIGHTH AVE
5640,9919000,,1733,EIGHTH AVE
11723,9921000,,1801,EIGHTH AVE
4140,7847000,,1802,EIGHTH AVE
5643,9922000,,1803,EIGHTH AVE
5644,9923000,,1805,EIGHTH AVE
4139,7846000,,1806,EIGHTH AVE
5645,9924000,,1807,EIGHTH AVE
5646,9925000,,1809,EIGHTH AVE
4138,7845000,,1810,EIGHTH AVE
5647,9926000,,1811,EIGHTH AVE
5648,9927000,,1813,EIGHTH AVE
4137,7844000,,1814,EIGHTH AVE
5649,9928000,,1815,EIGHTH AVE
4132,7839000,,1816,EIGHTH AVE
5650,9929000,,1817,EIGHTH AVE
4131,7838000,,1818,EIGHTH AVE
5651,9930000,,1819,EIGHTH AVE
4130,7837000,,1820,EIGHTH AVE
5652,9931000,,1823,EIGHTH AVE
4129,7836000,,1826,EIGHTH AVE
4125,7832000,,1828,EIGHTH AVE
4124,7831000,,1830,EIGHTH AVE
4123,7830000,,1834,EIGHTH AVE
9211,10101000,,1901,EIGHTH AVE
4117,7822000,,1902,EIGHTH AVE
5827,10102000,,1905,EIGHTH AVE
4118,7823000,,1906,EIGHTH AVE
5828,10103000,,1909,EIGHTH AVE
4119,7824000,,1910,EIGHTH AVE
4112,7815000,,1914,EIGHTH AVE
5829,10104000,,1915,EIGHTH AVE
5830,10105000,,1917,EIGHTH AVE
4111,7814000,,1918,EIGHTH AVE
5831,10106000,,1919,EIGHTH AVE
4110,7813000,,1922,EIGHTH AVE
5832,10107000,,1925,EIGHTH AVE
4109,7812000,,1926,EIGHTH AVE
5833,10108000,,1927,EIGHTH AVE
5834,10109000,,1929,EIGHTH AVE
9112,10110000,,1931,EIGHTH AVE
4108,7811000,,1932,EIGHTH AVE
5836,10111000,,1933,EIGHTH AVE
5838,10113000,,1935,EIGHTH AVE
8440,15513000,,2005,EIGHTH AVE
8349,15420000,,2008,EIGHTH AVE
8348,15419000,,2012,EIGHTH AVE
8347,15418000,,2014,EIGHTH AVE
8441,15514000,,2015,EIGHTH AVE
8442,15515000,,2019,EIGHTH AVE
8443,15516000,,2023,EIGHTH AVE
8346,15417000,,2024,EIGHTH AVE
8444,15517000,,2025,EIGHTH AVE
8445,15518000,,2027,EIGHTH AVE
11721,15519000,,2031,EIGHTH AVE
8345,15416000,,2032,EIGHTH AVE
8344,15415000,,2036,EIGHTH AVE
8343,15414000,,2038,EIGHTH AVE
8447,15520000,,2039,EIGHTH AVE
8342,15413000,,2040,EIGHTH AVE
8419,15492000,,2101,EIGHTH AVE
8369,15442000,,2102,EIGHTH AVE
8420,15493000,,2103,EIGHTH AVE
8368,15441000,,2104,EIGHTH AVE
8421,15494000,,2105,EIGHTH AVE
8422,15495000,,2107,EIGHTH AVE
8367,15440000,,2110,EIGHTH AVE
8366,15439000,,2114,EIGHTH AVE
8365,15438000,,2118,EIGHTH AVE
8423,15496000,,2119,EIGHTH AVE
8364,15437000,,2122,EIGHTH AVE
8424,15497000,,2123,EIGHTH AVE
8363,15436000,,2126,EIGHTH AVE
8890,15498000,,2127,EIGHTH AVE
8362,15435000,,2130,EIGHTH AVE
8426,15499000,,2133,EIGHTH AVE
8361,15434000,,2134,EIGHTH AVE
8427,15500000,,2135,EIGHTH AVE
8360,15433000,,2140,EIGHTH AVE
8428,15501000,,2141,EIGHTH AVE
8359,15432000,,2142,EIGHTH AVE
8429,15502000,,2143,EIGHTH AVE
8402,15475002,,2201,EIGHTH AVE
8388,15459000,,2202,EIGHTH AVE
8387,15458000,,2206,EIGHTH AVE
8386,15457000,,2210,EIGHTH AVE
8385,15456000,,2212,EIGHTH AVE
8384,15455002,,2230,EIGHTH AVE
8403,15476000,,2233,EIGHTH AVE
8383,15455001,,2234,EIGHTH AVE
8382,15454000,,2236,EIGHTH AVE
8404,15477000,,2237,EIGHTH AVE
8405,15478000,,2239,EIGHTH AVE
8769,16275500,,2240,EIGHTH AVE
8406,15479000,,2241,EIGHTH AVE
8407,15480000,,2243,EIGHTH AVE
9320,400901,,34,EIGHTH ST
468,1401000,,45,EIGHTH ST
9318,1408001,,50,EIGHTH ST
172,615000,,55,EIGHTH ST
162,590000,,60,EIGHTH ST
161,589000,,64,EIGHTH ST
159,586000,,70,EIGHTH ST
337,1049000,,111,EIGHTH ST
338,1050000,,115,EIGHTH ST
335,1048000,,119,EIGHTH ST
334,1047000,,125,EIGHTH ST
333,1044001,,127,EIGHTH ST
332,1044000,,131,EIGHTH ST
2904,5505000,,207,EIGHTH ST
2903,5504000,,209,EIGHTH ST
2902,5503000,,211,EIGHTH ST
2913,5516000,,212,EIGHTH ST
2914,5517000,,214,EIGHTH ST
2901,5502000,,215,EIGHTH ST
3029,5759000,,220,EIGHTH ST
3034,5768000,,221,EIGHTH ST
3035,5770000,,225,EIGHTH ST
3030,5761000,,230,EIGHTH ST
3032,5765000,,231,EIGHTH ST
3031,5763000,,236,EIGHTH ST
3033,5767000,,237,EIGHTH ST
3283,6207000,,302,EIGHTH ST
3284,6208000,,304,EIGHTH ST
3274,6198000,,309,EIGHTH ST
3285,6209000,,310,EIGHTH ST
3273,6197000,,311,EIGHTH ST
3272,6196000,,313,EIGHTH ST
3271,6195000,,315,EIGHTH ST
3270,6194000,,317,EIGHTH ST
3269,6193000,,319,EIGHTH ST
3408,6420000,,320,EIGHTH ST
3422,6441000,,321,EIGHTH ST
3421,6440000,,323,EIGHTH ST
3409,6420000,,326,EIGHTH ST
3420,6439000,,327,EIGHTH ST
3419,6438000,,331,EIGHTH ST
3410,6422000,,336,EIGHTH ST
3406,6412000,,340,EIGHTH ST
3670,6798000,,401,EIGHTH ST
3677,6811501,,406,EIGHTH ST
3678,6811501,,408,EIGHTH ST
3687,6829000,,410,EIGHTH ST
3673,6805000,,411,EIGHTH ST
3675,6810000,,417,EIGHTH ST
3792,7002000,,422,EIGHTH ST
9294,7033000,,423,EIGHTH ST
9295,7033000,,423,EIGHTH ST
3793,7003000,,424/426,EIGHTH ST
3809,7029000,,427,EIGHTH ST
3794,7004000,,428,EIGHTH ST
3806,7025000,,429,EIGHTH ST
3795,7005000,,432,EIGHTH ST
4655,8674000,,508,EIGHTH ST
4648,8649000,,515,EIGHTH ST
4653,8666000,,520,EIGHTH ST
4645,8638000,,525,EIGHTH ST
4654,8670000,,550,EIGHTH ST
6422,10981000,,615,EIGHTH ST
8813,9206000,,620,EIGHTH ST
6424,11004000,,621,EIGHTH ST
8812,9206000,,630,EIGHTH ST
6423,11003000,,633,EIGHTH ST
6429,11028000,,707,EIGHTH ST
6437,11075000,,777,EIGHTH ST
5963,10237000,,802,EIGHTH ST
5962,10236000,,806,EIGHTH ST
5961,10235000,,810,EIGHTH ST
5926,10200000,,830,EIGHTH ST
5925,10199000,,834,EIGHTH ST
11939,11859000,,835,EIGHTH ST
5924,10198000,,838,EIGHTH ST
5890,10164000,,906,EIGHTH ST
5889,10163000,,910,EIGHTH ST
5888,10162000,,916,EIGHTH ST
5855,10130000,,926,EIGHTH ST
5854,10129000,,930,EIGHTH ST
5853,10128000,,968,EIGHTH ST
361,1088000,,114,ELEVENTH ST
363,1088000,,114,ELEVENTH ST
362,1088000,,114,ELEVENTH ST
360,1088000,,118,ELEVENTH ST
386,1142000,,131,ELEVENTH ST
383,1136000,,135,ELEVENTH ST
2961,5574000,,210,ELEVENTH ST
2957,5567000,,211,ELEVENTH ST
2960,5574000,,214,ELEVENTH ST
2975,5683000,,220,ELEVENTH ST
2987,5700000,,221,ELEVENTH ST
2985,5697000,,227,ELEVENTH ST
9103,5694100,,233,ELEVENTH ST
2977,5687000,,234,ELEVENTH ST
2982,5693000,,235,ELEVENTH ST
2976,5686000,,236,ELEVENTH ST
2981,5692000,,237,ELEVENTH ST
3358,6313000,,310,ELEVENTH ST
3359,6314000,,312,ELEVENTH ST
3401,6400000,,314,ELEVENTH ST
3402,6401000,,316,ELEVENTH ST
3318,6259000,,317,ELEVENTH ST
3403,6402000,,320,ELEVENTH ST
3404,6403000,,324,ELEVENTH ST
3396,6391000,,328,ELEVENTH ST
3340,6286000,,329,ELEVENTH ST
3395,6390000,,332,ELEVENTH ST
3394,6389000,,334,ELEVENTH ST
3393,6388000,,388,ELEVENTH ST
3726,6893001,,402,ELEVENTH ST
3725,6893000,,406,ELEVENTH ST
3708,6865000,,413,ELEVENTH ST
3707,6864000,,417,ELEVENTH ST
3727,6894000,,420,ELEVENTH ST
3709,6866000,,427,ELEVENTH ST
3780,6984000,,430,ELEVENTH ST
3722,6889001,,433,ELEVENTH ST
3721,6889000,,437,ELEVENTH ST
4694,8775000,,502,ELEVENTH ST
4687,8770001,,505,ELEVENTH ST
4695,8776000,,506,ELEVENTH ST
4686,8770000,,507,ELEVENTH ST
4685,8769000,,509,ELEVENTH ST
4684,8765000,,515,ELEVENTH ST
4696,8777000,,516,ELEVENTH ST
4699,8781000,,520,ELEVENTH ST
4683,8763000,,525,ELEVENTH ST
4700,8793000,,530,ELEVENTH ST
4701,8794000,,532,ELEVENTH ST
3570,6680000,,206,ELGIN ST
119,459000,,31,ELLIOT ST
117,450000,,32,ELLIOT ST
1769,4086000,,428,ELMER ST
1770,4087000,,430,ELMER ST
1771,4088000,,432,ELMER ST
1788,4105000,,433,ELMER ST
1772,4089000,,434,ELMER ST
9329,4104000,,435,ELMER ST
1773,4090000,,436,ELMER ST
1786,4103000,,437,ELMER ST
1774,4091000,,438,ELMER ST
11694,4102000,,439,ELMER ST
1775,4092000,,442,ELMER ST
1776,4093000,,444,ELMER ST
1777,4094000,,448,ELMER ST
1778,4095000,,452,ELMER ST
1779,4096000,,454,ELMER ST
1782,4099000,,461,ELMER ST
1783,4100000,,465,ELMER ST
1784,4101000,,467,ELMER ST
9299,4098000,,471,ELMER ST
1780,4097000,,473,ELMER ST
3489,6524000,,119,EMORY ST
3134,6013000,,125,EMORY ST
11922,13522000,,111,EWEN AVE
11927,13522000,,111,EWEN AVE
11926,13522000,,111,EWEN AVE
11924,13522000,,111,EWEN AVE
11923,13522000,,111,EWEN AVE
11925,13522000,,111,EWEN AVE
8124,13959000,,211,EWEN AVE
8125,13959000,,215,EWEN AVE
8123,13951000,,231,EWEN AVE
11842,13972023,,260,EWEN AVE
8120,13938000,,305,EWEN AVE
8118,13931000,,311,EWEN AVE
8117,13930000,,313,EWEN AVE
8115,13924000,,319,EWEN AVE
6989,12208000,,320,EWEN AVE
6988,12208000,,320,EWEN AVE
6986,12208000,,320,EWEN AVE
6987,12208000,,320,EWEN AVE
8116,13925000,,323,EWEN AVE
8114,13923001,,325,EWEN AVE
8113,13923000,,329,EWEN AVE
8109,13914000,,333,EWEN AVE
8108,13913000,,337,EWEN AVE
6985,12207000,,340,EWEN AVE
6984,12207000,,340,EWEN AVE
8182,13985000,,400,EWEN AVE
7776,13126000,,401,EWEN AVE
7767,13102004,,405,EWEN AVE
7766,13102003,,409,EWEN AVE
7764,13101002,,411,EWEN AVE
7765,13101003,,415,EWEN AVE
7769,13102006,,431,EWEN AVE
7770,13102007,,435,EWEN AVE
7786,13143000,,501,EWEN AVE
7784,13141000,,503,EWEN AVE
7785,13141001,,509,EWEN AVE
9050,13140000,,513,EWEN AVE
9051,13139000,,517,EWEN AVE
11767,3077000,,520,EWEN AVE
7781,13138000,,521,EWEN AVE
7721,13061000,,524,EWEN AVE
9283,13170400,,527,EWEN AVE
9284,13170300,,529,EWEN AVE
7720,13060000,,530,EWEN AVE
7719,13059000,,534,EWEN AVE
7818,13171000,,535,EWEN AVE
7718,13058000,,536,EWEN AVE
7819,13172000,,539,EWEN AVE
7717,13056000,,540,EWEN AVE
7716,13055000,,542,EWEN AVE
7858,13222000,,601,EWEN AVE
7857,13221000,,605,EWEN AVE
7856,13220000,,609,EWEN AVE
7855,13219000,,611,EWEN AVE
7854,13218001,,615,EWEN AVE
7853,13216001,,617,EWEN AVE
7851,13215000,,629,EWEN AVE
7850,13214000,,633,EWEN AVE
7654,12976000,,634,EWEN AVE
11724,13213000,,635,EWEN AVE
8795,12975000,,638,EWEN AVE
8992,13212000,,639,EWEN AVE
11725,13211000,,641,EWEN AVE
7651,12973000,,644,EWEN AVE
7849,13209000,,647,EWEN AVE
7614,12931000,,702,EWEN AVE
7615,12932000,,704,EWEN AVE
9213,12933000,,708,EWEN AVE
7966,13314031,,709,EWEN AVE
7617,12934000,,712,EWEN AVE
7618,12935001,,714,EWEN AVE
7619,12936000,,716,EWEN AVE
7967,13314032,,717,EWEN AVE
7620,12937000,,722,EWEN AVE
7968,13314033,,723,EWEN AVE
7612,12927000,,728,EWEN AVE
7613,12928000,,734,EWEN AVE
7996,13317028,,737,EWEN AVE
7604,12914000,,746,EWEN AVE
7586,12862000,,802,EWEN AVE
7587,12863000,,804,EWEN AVE
7584,12860000,,806,EWEN AVE
7585,12861000,,808,EWEN AVE
9129,13357000,,817,EWEN AVE
7600,12886000,,818,EWEN AVE
7601,12888000,,820,EWEN AVE
7602,12888001,,822,EWEN AVE
9210,13356000,,823,EWEN AVE
7582,12845000,,920,EWEN AVE
8046,13430000,,935,EWEN AVE
8047,13430000,,935,EWEN AVE
11920,13430000,,935,EWEN AVE
8036,13430000,,935,EWEN AVE
8033,13430000,,935,EWEN AVE
8044,13430000,,935,EWEN AVE
8045,13430000,,935,EWEN AVE
8034,13430000,,935,EWEN AVE
8020,13430000,,935,EWEN AVE
8040,13430000,,935,EWEN AVE
8031,13430000,,935,EWEN AVE
8035,13430000,,935,EWEN AVE
8041,13430000,,935,EWEN AVE
8037,13430000,,935,EWEN AVE
8030,13430000,,935,EWEN AVE
8039,13430000,,935,EWEN AVE
8032,13430000,,935,EWEN AVE
8042,13430000,,935,EWEN AVE
8027,13430000,,935,EWEN AVE
8025,13430000,,935,EWEN AVE
8038,13430000,,935,EWEN AVE
8028,13430000,,935,EWEN AVE
8022,13430000,,935,EWEN AVE
8029,13430000,,935,EWEN AVE
8023,13430000,,935,EWEN AVE
8043,13430000,,935,EWEN AVE
8021,13430000,,935,EWEN AVE
8024,13430000,,935,EWEN AVE
8026,13430000,,935,EWEN AVE
7568,12807001,,940,EWEN AVE
7544,12795000,,1010,EWEN AVE
7556,12795000,,1010,EWEN AVE
7559,12795000,,1010,EWEN AVE
7557,12795000,,1010,EWEN AVE
7554,12795000,,1010,EWEN AVE
7555,12795000,,1010,EWEN AVE
7553,12795000,,1010,EWEN AVE
7558,12795000,,1010,EWEN AVE
7552,12795000,,1010,EWEN AVE
7550,12795000,,1010,EWEN AVE
7549,12795000,,1010,EWEN AVE
7551,12795000,,1010,EWEN AVE
7548,12795000,,1010,EWEN AVE
7547,12795000,,1010,EWEN AVE
7546,12795000,,1010,EWEN AVE
7545,12795000,,1010,EWEN AVE
8050,13454000,,1011,EWEN AVE
8055,13481000,,1021,EWEN AVE
8054,13480000,,1025,EWEN AVE
8053,13479000,,1031,EWEN AVE
11726,13478000,,1035,EWEN AVE
7525,12760001,,1038,EWEN AVE
7524,12760000,,1040,EWEN AVE
8062,13528000,,1101,EWEN AVE
7512,12730001,,1102,EWEN AVE
7511,12729500,,1110,EWEN AVE
11921,13522000,,1111,EWEN AVE
9229,12747000,27/28,1130,EWEN AVE
9186,12747000,24/25/26,1130,EWEN AVE
9187,12747000,21/22/23,1130,EWEN AVE
9231,12747000,31/32,1130,EWEN AVE
9188,12747000,18/19/20,1130,EWEN AVE
9228,12747000,11/12/13/14/15/16/17,1130,EWEN AVE
9239,12747000,8/9/10,1130,EWEN AVE
9185,12747000,1/2/3/110/120,1130,EWEN AVE
9230,12747000,29/30,1130,EWEN AVE
9240,12747000,130/140/150/160/170/180/190,1132,EWEN AVE
7523,12753000,,1134,EWEN AVE
9314,13521000,,1135,EWEN AVE
