LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,NWID,TYPE
124777,MOLLY MAID,METRO WEST SERVICES INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123689,NICKEL BROS HOUSE MOVING LTD & NICKEL BROS INDUSTRIAL LTD.,NICKEL BROS HOUSE MOVING LTD & NICKEL BROS INDUSTRIAL LTD.,BUSINESS - OUT OF TOWN,RAISE/MOVE STRUCTURAL BUILDINGS,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129217,GIFFELS WESTPRO CONSTRUCTORS INC,GIFFELS WESTPRO CONSTRUCTORS INC,BUSINESS - OUT OF TOWN,Contractor/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129395,LEWIS RENOVATIONS LTD,LEWIS RENOVATIONS LTD,BUSINESS - OUT OF TOWN,General Contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127675,RICHMOND ELEVATOR MAINTENANCE LTD,RICHMOND ELEVATOR MAINTENANCE LTD,BUSINESS - OUT OF TOWN,ELEVATOR/INSTALLATION/REPAIR & MAINTENANCE,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126241,DUECK ELECTRIC LTD,DUECK ELECTRIC LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129953,DAVEY TREE EXPERTS OF CANADA,DAVEY TREE EXPERTS OF CANADA,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113744,JOHNSON CONTROLS L.P.,JOHNSON CONTROLS L.P.,BUSINESS - OUT OF TOWN,AUTOMATIC CONTROLS INSTALLATION,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121152,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
124102,MARPOLE DRYWALL LTD,MARPOLE DRYWALL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130290,LEFTCOAST HOMES,"GLAVIND, MATTHEW",BUSINESS - OUT OF TOWN,Contractor Non-Res - Renovations Contractor,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129900,HANAVA HOMES LTD,HANAVA HOMES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
116137,H & I INDUSTRIES INC,H & I INDUSTRIES INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1999,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130430,1-CALL RENOVATIONS,"BARRACHINA, MANUEL",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
120083,ROYAL BANK OF CANADA,ROYAL BANK OF CANADA,BUSINESS - OUT OF TOWN,5 CLASS (F) MACHINES/ATM MACHINE,2003,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
124473,A-1 DRAINAGE PLUMBING AND HEATING LTD,A-1 DRAINAGE PLUMBING AND HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121155,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
130289,SUPREME GARDENING & LANDSCAPING LTD.,SUPREME GARDENING & LANDSCAPING LTD.,BUSINESS - OUT OF TOWN,contractor non resident/landscaping,216,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114238,ESC AUTOMATION INC,ESC AUTOMATION INC,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1989,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129965,"ANDERSON, GLEN","ANDERSON, GLEN",BUSINESS - OUT OF TOWN,STREET ENTERTAINER (LICENSE IS FOR ONE PERFORMER ONLY),2016,20161115,71,"Arts, entertainment & recreation",,NON-RESIDENT
128482,WAGNER HEATING & AIR LTD,WAGNER HEATING & AIR LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124566,CREEKSIDE FIRE PROTECTION LTD,CREEKSIDE FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130471,SHAMA PLUMBING & HEATING LTD,SHAMA PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
115455,INSUL-TWIN SYSTEMS LTD.,INSUL-TWIN SYSTEMS LTD.,BUSINESS - OUT OF TOWN,3 EMP,1995,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121148,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
123055,RELIANCE DEVELOPMENTS LTD,RELIANCE DEVELOPMENTS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127914,ARC PROTECTION CORP,ARC PROTECTION CORP,BUSINESS - OUT OF TOWN,SECURITY SERVICE,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114044,BAY HILL CONTRACTING LTD.,BAY HILL CONTRACTING LTD.,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1987,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128050,SUPERIOR ASPHALT PAVING LTD,SUPERIOR ASPHALT PAVING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129496,IMPERIAL SECURITY GROUP,"IMPERIAL SECURITY AND PROTECTION SERVICES LTDSHOKER, IQBAL",BUSINESS - OUT OF TOWN,Security services,2015,20161115,81,Other services (exc. Public administration),,NON-RESIDENT
122600,LUNNISS DEVELOPMENTS LTD,LUNNISS DEVELOPMENTS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130321,R H RADIANT HOME,R H RADIANT HOME,BUSINESS - OUT OF TOWN,building maintenance service,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114141,PANTHER ELECTRIC LTD,PANTHER ELECTRIC LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1988,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126236,MAVACON INC,MAVACON INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128845,ABBY ELECTRIC,0814152 BC LTD,BUSINESS - OUT OF TOWN,electrical contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114604,OVERHEAD DOOR CO. OF VANCOUVER,OVERHEAD DOOR CO. OF VANCOUVER,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1991,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129332,HALL CONSTRUCTORS,HALL CONSTRUCTORS CORP.,BUSINESS - OUT OF TOWN,Contractor non-resident/excavation/storm/sewer,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128197,URBAN GROVE TREE CARE & CONSULTING,"STOPPA, JASONGIFFORD, LESLEY",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
113878,PROGRESSIVE WASTE SOLUTIONS INC,PROGRESSIVE WASTE SOLUTIONS INC,BUSINESS - OUT OF TOWN,CONTAINERIZED WASTE REMOVAL,1984,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129128,TEMPLETON MECHANICAL LTD,TEMPLETON MECHANICAL LTD,BUSINESS - OUT OF TOWN,mechanical contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121001,ESCAPE FIRE PROTECTION LTD,ESCAPE FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,FIRE SPRINKLERS,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130022,SOLID WOOD HOME SERVICES INC,SOLID WOOD HOME SERVICES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
116654,BELMONT PROPERTIES,BELMONT PROPERTIES,BUSINESS - OUT OF TOWN,32 CLASS (E) MACHINES/LAUNDRY MACHINES,1989,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
124390,DARYL-EVANS MECHANICAL LTD,DARYL-EVANS MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129841,TAKTEK HOMES INC,TAKTEK HOMES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113587,MAINLAND OFFICE ENVIRONMENTS LTD,MAINLAND OFFICE ENVIRONMENTS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113964,CORPORATE ELECTRIC LTD,CORPORATE ELECTRIC LTD,BUSINESS - OUT OF TOWN,7 EMPLOYEES ONLY,1986,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126132,A-GENERAL PEST CONTROL LTD,A-GENERAL PEST CONTROL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121150,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
125700,DEKRA INSTALLATIONS,DEKRA INSTALLATIONS INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121966,SCHINDLER ELEVATOR CORPORATION,SCHINDLER ELEVATOR CORPORATION,BUSINESS - OUT OF TOWN,ELEVATOR REPAIRS/MAINTENANCE & INSTALLATIONS,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120912,FRASERVIEW INSULATION LTD,FRASERVIEW INSULATION LTD,BUSINESS - OUT OF TOWN,INSULATION,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113629,WASTE MANAGEMENT  OF CANADA CORPORATION,WASTE MANAGEMENT  OF CANADA CORPORATION,BUSINESS - OUT OF TOWN,SERVICES,2003,20161115,562,"Admin., support, waste mgmt & remed. services / Waste management & remediation services",,NON-RESIDENT
113731,"TYCO INTEGRATED FIRE & SECURITY CANADA, INC","TYCO INTEGRATED FIRE & SECURITY CANADA, INC",BUSINESS - OUT OF TOWN,SPRINKLER INSTALLATION,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129495,MERIDIAN PACIFIC CONSTRUCTION INC.,MERIDIAN PACIFIC CONSTRUCTION INC.,BUSINESS - OUT OF TOWN,contractor non resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
120201,ADVANTAGE WASTE SPECIALTIES INC,ADVANTAGE WASTE SPECIALTIES INC,BUSINESS - OUT OF TOWN,REMOVAL OF OIL TANKS,2003,20161115,562,"Admin., support, waste mgmt & remed. services / Waste management & remediation services",,NON-RESIDENT
127472,PRO VITA CARE MANAGEMENT INC,PRO VITA CARE MANAGEMENT INC,BUSINESS - OUT OF TOWN,SERVICES,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114996,KEY FOOD EQUIPMENT SERVICES LTD.,KEY FOOD EQUIPMENT SERVICES LTD.,BUSINESS - OUT OF TOWN,FOOD EQUIPMENT REPAIR,1993,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113511,AVANTE RAISE RIGHT CONTRACTING LTD,AVANTE RAISE RIGHT CONTRACTING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129333,PLUMBIZ PLUMBING & HEATING,PLUMBIZ PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126963,PENNYFARTHING CONSTRUCTION CO LTD,PENNYFARTHING CONSTRUCTION CO LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124350,KNIGHTS INSULATION LTD,KNIGHTS INSULATION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129731,"HAMDAN, AHMAD","HAMDAN, AHMAD",BUSINESS - OUT OF TOWN,STREET VENDOR - HYACK SQUARE,2016,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
130350,SAHOTA CONTRACTORS LTD,SAHOTA CONTRACTORS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/excavation/demolition,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121081,TRANE CANADA CO,TRANE CANADA CO,BUSINESS - OUT OF TOWN,HEATING/VENTILATION/AIR CONDITIONING SERVICE REPAIRS,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129934,RED EARTH CONTRACTING LTD,RED EARTH CONTRACTING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/demolition,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130433,GREENWAY LAWN & GARDEN,"KONKIN, MICHAEL",BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128267,CCI GROUP INC,CCI GROUP INC,BUSINESS - OUT OF TOWN,PROFESSIONAL PRACTICE,2014,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
113362,ELITE FIRE PROTECTION LTD,ELITE FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2000,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113810,SPEARS SALES & SERVICE LTD.,SPEARS SALES & SERVICE LTD.,BUSINESS - OUT OF TOWN,HEATING SERVICE 1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120811,WESTERN STAR PLUMBING LTD,WESTERN STAR PLUMBING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121795,LINDAHL ALUMINUM LTD,LINDAHL ALUMINUM LTD,BUSINESS - OUT OF TOWN,RAILING INSTALLATIONS,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125398,PERFECT INSULATION CO LTD,PERFECT INSULATION CO LTD,BUSINESS - OUT OF TOWN,INSULATION INSTALLATION,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129616,SMITH + ANDERSEN (VANCOUVER),SMITH + ANDERSEN (VANCOUVER),BUSINESS - OUT OF TOWN,Contractor non-resident,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121883,RON WONG & ASSOCIATES INC,RON WONG & ASSOCIATES INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130376,ALPHA & OMEGA PAINTING INC,ALPHA & OMEGA PAINTING INC,BUSINESS - OUT OF TOWN,Contractor non-resident/painting,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128291,ALPEN HVAC SERVICES LTD,ALPEN HVAC SERVICES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,221,Utilities / Utilities,,NON-RESIDENT
121146,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
121872,ROD MARUYAMA & ASSOCIATES INC,ROD MARUYAMA & ASSOCIATES INC,BUSINESS - OUT OF TOWN,LANDSCAPE ARCHITECT  CONSULTANT,2006,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
113917,TRANS-WESTERN ELECTRIC LTD.,TRANS-WESTERN ELECTRIC LTD.,BUSINESS - OUT OF TOWN,1-2 EMP,1985,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121551,WELLS WATER WORKS SERVICES LTD,WELLS WATER WORKS SERVICES LTD,BUSINESS - OUT OF TOWN,TESTING BACKFLOW PREVENTION DEVICES,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130193,PROLIFIC PLUMBING & HEATING,PROLIFIC PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129366,MARTEX SPRINKLER INSTALLATIONS LTD,MARTEX SPRINKLER INSTALLATIONS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/sprinkler installation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
122647,ASTRA CONCRETE PUMPING 1998 LTD,ASTRA CONCRETE PUMPING 1998 LTD,BUSINESS - OUT OF TOWN,PUMP/PLACE & FINISH CONCRETE,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114756,SURREY FIRE & SAFETY LTD,SURREY FIRE & SAFETY LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1992,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130034,CORIX UTILITIES INC,CORIX UTILITIES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/eletrical,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125879,BROTHERS STONE & TILE,"RADJENOVIC, JOCO",BUSINESS - OUT OF TOWN,Masonry contractor,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121887,CLP ENGINEERING LTD,CLP ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
121885,STANTEC CONSULTING LTD,STANTEC CONSULTING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
129053,ELTEC ELEVATOR,ELTEC ELEVATOR LTD,BUSINESS - OUT OF TOWN,elevator maintenance/service,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128645,FRICIA CONSTRUCTION INC,FRICIA CONSTRUCITON INC,BUSINESS - OUT OF TOWN,general contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
122888,SEA TO SKY PLUMBING & HEATING SUPPLIES LTD,SEA TO SKY PLUMBING & HEATING SUPPLIES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129850,COLOURMARKET ENTERPRISES LTD,COLOURMARKET ENTERPRISES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/signage,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129102,CORVIEW CONSTRUCTION LTD,CORVIEW CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125782,FRASER VALLEY ROOFING LTD,FRASER VALLEY ROOFING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129771,MACDONALD & LAWRENCE TIMBER FRAMING LTD,MACDONALD & LAWRENCE TIMBER FRAMING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113684,CAMBIE PLUMBING & HEATING LTD.,CAMBIE PLUMBING & HEATING LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121876,BOGDONOV PAO ASSOCIATES LTD,BOGDONOV PAO ASSOCIATES LTD,BUSINESS - OUT OF TOWN,STRUCTURAL ENGINEER,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130348,DFC CONSTRUCTION,DF CARNOVALE CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125183,GREEN DREAM GARDENING,"HNYDKA, ANDREW",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
129942,JBS HOME IMPROVEMENT,"JENSEN, MORGAN",BUSINESS - OUT OF TOWN,general contractor,1960,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
122631,UNITED AWNING & SIGN,"LIN, YUAN SHENG",BUSINESS - OUT OF TOWN,INSTALLATION AWNINGS & SIGNS,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129456,C&C ELECTRICAL/MECHANICAL,C & C ELECTRICAL/MECHANICAL,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & hvac,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129330,MLK PROPERTIES LTD,MLK PROPERTIES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
122423,SUPERIOR SIGNS,SUPERIOR SIGNS & GRAPHICS INC,BUSINESS - OUT OF TOWN,SIGN INSTALLATIONS,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129823,CARPELL SURFACES INC,LES SURFACES SECURITAIRES CARPELL INC,BUSINESS - OUT OF TOWN,,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129651,JOYCE HEATING SERVICES,JOYCE HEATING SERVICES LTD.,BUSINESS - OUT OF TOWN,Heating & Cooling Contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121680,CENTAUR PRODUCTS INC,CENTAUR PRODUCTS INC,BUSINESS - OUT OF TOWN,SIGN INSTALLATION,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126974,PERFORMANCE MECHANICAL INC,PERFORMANCE MECHANICAL INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129969,JASON DUECK CONTRACTING,"DUECK, JASON",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
115080,CBA ELECT & SECURITY SYSTEMS LTD,CBA ELECT & SECURITY SYSTEMS LTD,BUSINESS - OUT OF TOWN,1 - 2 EMPLOYEES,1993,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120406,PREET PLUMBING HEATING & SPRINKLER LTD,PREET PLUMBING HEATING & SPRINKLER LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2003,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121316,RIVER PLUMBING & HEATING LTD,RIVER PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113832,WESTERN OIL SERVICES LTD.,WESTERN OIL SERVICES LTD.,BUSINESS - OUT OF TOWN,SERVICE STATION MAINTENANCE,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128751,ALIGNED FLOOR COVERINGS INC,ALIGNED FLOOR COVERINGS INC,BUSINESS - OUT OF TOWN,flooring contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113796,ROSA MECHANICAL LTD,ROSA MECHANICAL LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130384,JMK PLUMBING,"KENNEDY, MIKE",BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130278,CRONUS MASONRY CONTRACTING LTD.,CRONUS MASONRY CONTRACTING LTD.,BUSINESS - OUT OF TOWN,non resident contractor/masonry,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129622,AKM SERVICES,"KRZYSZTOF, CZOPEKPARLEE, MARK",BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130366,ALBA TREE SERVICE,"GJONAJ, VASIL",BUSINESS - OUT OF TOWN,CONTRACT LANDSCAPING TREE SERVICE,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
116050,FAST-TRACK FLOORS LTD,FAST-TRACK FLOORS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1998,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125380,KIRKLAND METAL SHOP LTD,KIRKLAND METAL SHOP LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129752,SABTECH PAINTING SOLUTIONS,"VIRAG, SZABOLCS",BUSINESS - OUT OF TOWN,Contractor non-resident/painting,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128839,TRUFFLES FINE FOODS,TRUFFLES FINE FOODS LTD,BUSINESS - OUT OF TOWN,Catering Service,2014,20161115,72,Accommodation & food services,,NON-RESIDENT
115764,CDC CONSTRUCTION LTD,CDC CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,1-2 EMP,1997,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129909,PGL ENVIRONMENTAL CONSULTANTS,POTTINGER GAHERTY ENVIRONMENTAL CONSULTANTS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/environmental consulting,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126034,SERVICEMASTER OF FRASER VALLEY,BCD VENTURES LTD,BUSINESS - OUT OF TOWN,FIRE/WATER DAMAGE RESTORATION,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129627,D. LEASK CONSTRUCTION & RENOVATION,"LEASK, DAVE",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129997,QUANTA TELECOM CANADA LTD,QUANTA TELECOM CANADA LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/Telecommunications,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130410,ACER TREE SERVICES,"ZIDEH, MOHSEN",BUSINESS - OUT OF TOWN,Contractor non-resident/arborist,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
