LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,NWID,TYPE
121029,MATCON EXCAVATION AND SHORING LTD,MATCON EXCAVATION AND SHORING LTD,BUSINESS - OUT OF TOWN,EXCAVATION AND SHORING,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113709,SAPUTO DAIRY PRODUCTS CANADA G.P.,SAPUTO DAIRY PRODUCTS CANADA G.P.,BUSINESS - OUT OF TOWN,MILK DELIVERY SERVICE,1982,20161115,492,Transportation & warehousing / Couriers & messengers,,NON-RESIDENT
122870,IREDALE GROUP ARCHITECTURE LTD,IREDALE GROUP ARCHITECTURE LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130063,TOUGH COATING,"MARIAM, SULTANA",BUSINESS - OUT OF TOWN,Contractor non-resident/concrete coating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125333,T & S INSULATION & SIDING LTD,T & S INSULATION & SIDING LTD,BUSINESS - OUT OF TOWN,INSULATION & SIDING INSTALLATION,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121909,GEOPACIFIC CONSULTANTS LTD,GEOPACIFIC CONSULTANTS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130050,BALKAN SIGNS,BALKAN SIGNS LTD,BUSINESS - OUT OF TOWN,SIGN INSTALLATION,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129962,"THRIFT, HELEN","THRIFT, HELEN",BUSINESS - OUT OF TOWN,STREET VENDOR/MOBILE CHAIR MASSAGE,2016,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
130317,"BHATTI, SUKHDEVTAKLA, BALJIT","FLYWELL ELECTRIC LTDTATLA, BALJIT",BUSINESS - OUT OF TOWN,electrical contractor,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128833,DJ PLUMBING & HEATING,"JARDINE, DAVE",BUSINESS - OUT OF TOWN,plumbing & heating contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128401,UNIVERSAL FLAGGING INC,UNIVERSAL FLAGGING INC,BUSINESS - OUT OF TOWN,traffic control,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123680,KNIGHT SIGNS,PACIFIC SIGN GROUP INC,BUSINESS - OUT OF TOWN,SIGN INSTALLATION,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113983,M P ELECTRICAL CONTRACTING LTD,M P ELECTRICAL CONTRACTING LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1987,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113589,PTL CONTRACTING LTD,PTL CONTRACTING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123515,PROVIDENCE PROPERTY SERVICES,"BEBIC, DRAGAN AND MATAS, MILJENKO",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
128439,ALTAC SERVICES INC,ALTAC SERVICES INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122124,CANUCK SECURITY SERVICES LTD.,CANUCK SECURITY SERVICES LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130180,ROCKY POINT ENGINEERING LTD,ROCKY POINT ENGINEERING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/mechanical engineering,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114832,TURNER BROS CONTRACTORS LTD,TURNER BROS CONTRACTORS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1992,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130345,KPMG LLP,KPMG LLP,BUSINESS - OUT OF TOWN,Non resident/Chartered accounting firm,2016,20161115,81,Other services (exc. Public administration),,NON-RESIDENT
130315,CMP ENTERPRISES LTD,CMP ENTERPRISES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113598,SUPER SAVE DISPOSAL INC,SUPER SAVE DISPOSAL INC,BUSINESS - OUT OF TOWN,SERVICES,2002,20161115,562,"Admin., support, waste mgmt & remed. services / Waste management & remediation services",,NON-RESIDENT
128394,GOTRAFFIC MANAGMENT INC,GOTRAFFIC MANAGMENT INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113749,KEITH PLUMBING & HEATING CO. LTD,KEITH PLUMBING & HEATING CO. LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127126,NU-WESTECH ENGINEERING LIMITED,NU-WESTECH ENGINEERING LIMITED,BUSINESS - OUT OF TOWN,ENG CONSULTING/CONSTRUCTION/INSTALLATION,2012,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130434,CEDAR CREST LANDS (BC) LTD,CEDAR CREST LANDS (BC) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125494,DEGELDER CONSTRUCTION CO. (2010) LTD.,DEGELDER CONSTRUCTION CO. (2010) LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120958,3R DEMOLITION CORP,3R DEMOLITION CORP,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130380,SHANTREY PLUMBING AND HEATING LTD,SHANTREY PLUMBING AND HEATING LTD,BUSINESS - OUT OF TOWN,contractor plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121869,VECTOR ENGINEERING SERVICES LTD,VECTOR ENGINEERING SERVICES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
121153,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
128876,WEST COAST TANK RECOVERY INC,WEST COAST TANK RECOVERY INC,BUSINESS - OUT OF TOWN,oil tank removal services,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130033,MIKE FADUM & ASSOCIATES,MIKE FADUM & ASSOCIATES,BUSINESS - OUT OF TOWN,Contractor non-resident/arborist,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128985,HAYES ELEVATOR (BRITISH COLUMBIA) INC,HAYES ELEVATOR (BRITISH COLUMBIA) INC,BUSINESS - OUT OF TOWN,elevator maintenance,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128684,BILLARD EYEGLASSES.COM,"HARRISON, GORDON",BUSINESS - OUT OF TOWN,eye glass internet sales,2014,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
130148,DIVISION 2 CONTRACTING LTD.,DIVISION 2 CONTRACTING LTD.,BUSINESS - OUT OF TOWN,Contractor non resident/demolition/excavation,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128929,LANDSCAPE MODE,"HOFFERT, RYAN",BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113667,B C FLUORESCENT SALES & SERVICE LTD,B C FLUORESCENT SALES & SERVICE LTD,BUSINESS - OUT OF TOWN,LIGHTING INSTALLATION & SERVICE,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130062,GREENLAND LANDSCAPING,"CRUZ, DOUGLAS",BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129620,HIGHANGLE CONTRACTING INC,HIGHANGLE CONTRACTING INC,BUSINESS - OUT OF TOWN,Contractor non-resident/misc.,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123023,DESIGN ROOFING & SHEET METAL LTD,DESIGN ROOFING & SHEET METAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123289,D M CLEANING SERVICES,"MALENICA, DEBBIE",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
125123,G.ROSSI PLUMBING & HEATING LTD,G.ROSSI PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130171,BOBBY'S PLUMBING AND HEATING,"SINGH, DHINEDRA",BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121924,AECOM CANADA LTD,AECOM CANADA LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
128927,GARDAWORLD CASH SERVICES CANADA CORP,GARDAWORLD CASH SERVICES CANADA CORP,BUSINESS - OUT OF TOWN,ABM servicing/contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129652,CARTIER MECHANICAL LTD,CARTIER MECHANICAL LTD,BUSINESS - OUT OF TOWN,Plumbing Contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129066,A. HOPKINS INSURANCE & FINANCIAL SERVICES INC,A. HOPKINS INSURANCE & FINANCIAL SERVICES INC,BUSINESS - OUT OF TOWN,insurance/financial services,2015,20161115,524,Finance & insurance / Insurance carriers & related activities,,NON-RESIDENT
129964,JOVAK LANDSCAPE & DESIGN LTD,JOVAK LANDSCAPE & DESIGN LTD,BUSINESS - OUT OF TOWN,LANDSCAPE & DESIGN,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125337,TRI-ARROW INDUSTRIAL RECOVERY INC,TRI-ARROW INDUSTRIAL RECOVERY INC,BUSINESS - OUT OF TOWN,WASTE MANAGEMENT/RECYLE,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113476,MOUNTAIN VIEW MECHANICAL LTD,MOUNTAIN VIEW MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2001,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129390,DECKSPEC WATERPROOFING,0966926 BC LTD,BUSINESS - OUT OF TOWN,Contractor/sundeck flooring installation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129432,PROACTIVE HAZMAT & ENVIRONMENTAL LTD,PROACTIVE HAZMAT & ENVIRONMENTAL LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/asbestos abatement & remediation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
116194,PHOENIX & EDIGER VINYL SUNDECKS LTD,PHOENIX & EDIGER VINYL SUNDECKS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1999,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123016,GANDY HVAC,0704121 BC LTD,BUSINESS - OUT OF TOWN,INSTALL HEATING/VENITLATION/AIR CONDITIONERS,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126079,HORIZON LANDSCAPE CONTRACTORS INC,HORIZON LANDSCAPE CONTRACTORS INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126448,SUPERSEAL,SUNNYSIDE DAMPPROOFING LTD,BUSINESS - OUT OF TOWN,dampproffing/waterproofing,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121764,VANCOUVER FREE PRESS CORP THE GEORGIA STRAIGHT,VANCOUVER FREE PRESS CORP THE GEORGIA STRAIGHT,BUSINESS - OUT OF TOWN,NEWSPAPERS,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115340,EXECUTIVE AIR CONDITIONING & REFRIGERATION LTD,EXECUTIVE AIR CONDITIONING & REFRIGERATION LTD,BUSINESS - OUT OF TOWN,AIR CONDITIONING INSTALLATIONS,1995,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130267,STATUS MECHANICAL LTD,STATUS MECHANICAL LTD.,BUSINESS - OUT OF TOWN,contractor non resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129851,CUBE MECHANICAL LTD,CUBE MECHANICAL LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
116659,COINAMATIC PACIFIC,COINAMATIC CANADA INC,BUSINESS - OUT OF TOWN,LAUNDRY MACHINE,1989,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
113647,AC PAVING CO LTD,AC PAVING CO LTD,BUSINESS - OUT OF TOWN,ASPHALT PAVING - 10 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123273,JOHN LOFTUS,"LOFTUS, JOHN",BUSINESS - OUT OF TOWN,PAINTING,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122733,CENTIMARK LTD,CENTIMARK LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130411,EARTH FIRST OIL TANK REMOVAL,"HORN, DANIEL",BUSINESS - OUT OF TOWN,Contractor non-resident/oil tank removal,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130139,RAI DEVELOPMENT,RAI DEVELOPMENT LTD,BUSINESS - OUT OF TOWN,Contractor - General,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
120944,PUBLIC OUTREACH CONSULTANCY INC,PUBLIC OUTREACH CONSULTANCY INC,BUSINESS - OUT OF TOWN,RECRUIT MONTHLY DONORS FOR NON-PROFIT ORAGANIZATIONS,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114775,METRO ROOFING & SHEET METAL LTD,METRO ROOFING & SHEET METAL LTD,BUSINESS - OUT OF TOWN,ROOFING & SHEET METAL - 4 EMPLOYEES,1992,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126803,ASTECH CONSULTANTS LTD,ASTECH CONSULTANTS LTD,BUSINESS - OUT OF TOWN,HAZARDOUS BLDG MATERIALS CONSULTING,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127189,WASTE AWAY DISPOSAL,"BJELICA, LAZO",BUSINESS - OUT OF TOWN,demolition/excavation/disposal,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130426,COMTECH (COMMUNICATIONS TECHNOLOGIES) LTD,COMTECH COMMUNICATIONS TECHNOLOGY LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/Communication Technologies,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125668,SODEXO,"YOUNG, JANET",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127355,COMMUNITY FIRE PREVENTION LTD,COMMUNITY FIRE PREVENTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127601,PLAN GROUP INC,PLAN GROUP INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
129461,SAMRA BROS. ROOFING LTD,SAMRA BROS. ROOFING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/roofing,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130201,SOLUTIONS PRINTING SIGNS & AWNINGS LTD,SOLUTIONS PRINTING SIGNS & AWNINGS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/signage,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114409,SKYLINE PLUMBING HEATING & GASFITTING LTD,SKYLINE PLUMBING HEATING & GASFITTING LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1990,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129877,E-HOME RENO SERVICES,"LARANANG, JOSEPH",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121158,FRASER CITY INSTALLATIONS (1989) LTD,FRASER CITY INSTALLATIONS (1989) LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2005,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121880,ELLARD-WILLSON ENGINEERING LTD,ELLARD-WILLSON ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
122623,BRIANS PLUMBING,"MUSSATO, BRIAN",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120776,GARDA CANADA SECURITY CORP,GARDA CANADA SECURITY CORP,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2004,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
129982,CAPSTONE APPLIANCE INSTALLATION,CAPSTONE APPLIANCE INSTALLATION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121149,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
